,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,AVGO,ORCL,ADBE,CRM,CSCO,ACN,INTC,AMD,QCOM,TXN,IBM,NOW,INTU,AMAT,MU,ADI,LRCX,NFLX,DIS,CMCSA,T,VZ,TMUS,JPM,BAC,WFC,GS,MS,C,BLK,SCHW,AXP,SPGI,BX,V,MA,PYPL,UNH,JNJ,LLY,PFE,MRK,ABBV,TMO,ABT,DHR,BMY,AMGN,MDT,CVS,GILD,WMT,PG,KO,PEP,COST,MCD,NKE,SBUX,HD,LOW,TGT,BKNG,MDLZ,CL,EL,XOM,CVX,COP,SLB,CAT,BA,GE,HON,UPS,RTX,LMT,DE,MMM,UNP,LIN,FCX,NEE,DUK,BRK-B,F,GM,UBER,ABNB,SHOP,SQ,PLTR,SNOW,COIN
2025-09-09,189.65,205.26,224.42,373.73,384.54,402.68,113.58,450.6,119.57,313.46,311.11,161.78,95.87,204.81,499.39,113.96,375.57,396.6,728.76,329.55,508.48,194.52,799.05,503.22,161.77,204.77,175.46,116.44,93.38,359.96,276.82,338.56,338.51,239.66,229.81,688.09,133.72,221.51,250.31,606.6,574.86,178.78,295.84,265.4,468.12,264.13,58.29,362.56,41.67,380.58,804.59,121.59,187.06,349.4,507.01,82.89,166.88,544.05,416.85,119.27,239.27,1360.02,321.09,354.33,884.51,287.46,173.76,547.22,126.82,347.64,300.76,140.92,199.04,618.41,298.12,783.65,60.8,217.78,428.22,198.03,206.93,37.99,570.49,449.4,394.46,75.28,200.43,580.06,177.41,189.46,255.11,339.39,300.2,210.91,383.82,219.98,418.47,436.92,114.4,713.89,527.28
2025-09-10,191.08,205.02,218.32,375.73,380.19,406.38,112.67,449.19,128.02,317.73,313.52,160.14,95.39,203.24,493.34,114.15,378.63,397.1,740.94,331.46,506.63,204.95,806.58,488.45,160.48,205.99,176.77,116.19,93.59,357.09,276.86,346.07,336.81,241.28,235.41,662.5,131.95,220.35,251.94,591.04,585.93,181.48,295.78,268.83,448.24,261.1,59.94,370.08,43.66,382.81,767.37,123.18,180.17,349.37,499.4,83.12,167.08,543.51,419.53,119.54,240.74,1451.71,336.42,358.37,882.7,282.76,175.92,553.73,130.9,356.79,304.87,143.25,198.31,627.58,297.02,768.11,60.54,222.02,415.03,195.61,207.64,38.71,563.74,446.19,410.31,74.31,201.32,571.56,179.26,189.42,251.47,336.45,307.37,211.18,359.71,216.61,413.48,427.07,114.06,709.77,521.65
2025-09-11,187.38,207.71,215.17,354.44,376.76,407.06,113.25,445.36,123.42,324.2,316.03,157.89,92.24,199.95,493.35,115.0,371.89,406.6,718.92,331.4,502.27,198.28,828.85,508.43,158.46,210.47,177.81,115.4,90.16,340.95,267.55,348.27,335.27,243.87,235.11,618.82,132.18,231.58,253.68,610.77,555.82,176.55,299.84,264.35,464.17,258.64,62.25,383.85,44.13,384.39,765.99,126.34,182.07,352.08,506.75,81.86,166.25,528.32,428.06,117.69,247.66,1395.66,326.65,358.42,876.99,283.67,177.05,544.32,129.37,354.01,301.23,142.08,200.18,630.51,294.5,769.65,60.28,227.03,418.79,203.09,208.82,40.55,558.49,438.47,417.24,73.89,200.66,566.72,180.8,186.86,251.15,321.37,306.48,206.2,348.48,217.04,410.49,433.64,113.63,702.84,522.7
2025-09-12,187.04,211.23,212.88,362.5,377.75,414.13,113.03,464.03,119.71,327.71,313.15,162.01,93.0,201.54,505.46,112.01,371.27,400.6,695.88,336.06,486.33,199.15,794.26,521.53,163.78,218.37,175.41,113.35,87.31,336.58,258.21,355.55,333.14,246.96,231.77,614.79,133.12,239.81,242.94,609.2,539.09,182.44,298.58,263.22,452.06,251.53,63.37,383.91,44.26,377.83,744.31,126.65,180.68,341.59,501.19,82.22,161.0,516.65,428.67,117.38,252.01,1461.08,335.11,339.4,895.11,280.53,173.08,550.41,130.21,345.61,301.13,138.12,193.98,624.25,297.75,772.74,60.19,226.53,406.65,201.8,201.18,40.54,568.27,435.04,418.07,74.35,199.64,573.53,178.42,179.18,251.9,318.98,318.35,203.02,343.65,219.15,410.5,426.29,118.25,693.29,553.58
2025-09-15,188.91,204.09,214.0,373.26,376.25,403.29,111.81,463.7,118.42,322.33,311.64,161.28,90.92,195.06,497.34,112.82,380.35,397.16,718.49,334.4,503.0,199.75,770.63,515.75,163.99,216.95,173.08,114.72,87.66,340.76,259.29,350.24,333.49,244.93,240.99,628.58,133.27,236.78,237.21,606.17,533.31,185.04,304.57,262.92,439.73,244.83,65.61,389.35,45.82,374.24,749.86,130.24,188.65,343.4,508.9,81.23,159.73,512.93,436.37,117.54,252.39,1410.02,334.52,344.76,933.02,278.42,174.45,551.21,129.26,343.03,305.09,135.47,196.74,617.17,295.65,797.73,59.44,226.77,396.05,196.28,199.63,42.09,585.86,441.13,431.71,73.07,201.04,584.33,176.93,179.74,254.42,316.33,315.66,204.65,339.53,216.03,421.87,438.16,119.93,689.56,529.67
2025-09-16,189.81,202.21,215.78,365.19,378.07,408.33,109.42,453.97,115.03,317.59,307.45,160.58,89.82,204.79,497.22,116.89,386.87,391.45,737.9,333.26,499.01,202.26,801.47,526.87,164.64,212.9,177.9,115.92,87.76,361.67,253.53,340.14,316.14,244.78,241.31,603.05,134.36,242.75,227.98,623.59,542.27,177.06,296.66,265.72,430.48,250.14,66.65,384.74,44.92,369.93,755.16,130.37,186.76,354.72,513.32,83.59,158.17,516.47,434.83,116.19,258.35,1386.46,326.03,341.17,897.66,282.02,173.67,556.16,132.22,354.03,295.02,137.66,197.39,599.07,295.81,807.33,57.94,228.11,420.16,195.23,189.14,42.34,615.38,442.13,452.18,73.96,203.66,564.28,174.17,177.64,259.39,313.21,331.02,203.76,344.73,213.39,415.52,431.0,123.91,683.52,517.02
2025-09-17,190.36,203.74,215.78,360.6,388.45,399.49,110.94,439.58,113.81,325.8,304.99,164.04,91.92,208.28,494.57,115.83,391.85,389.87,708.32,334.0,498.62,201.74,832.22,524.45,166.91,208.25,179.55,114.78,91.36,342.44,254.13,337.71,314.45,242.72,245.86,604.01,132.66,250.65,223.56,615.27,549.54,185.2,285.82,268.77,432.55,259.91,66.66,389.6,45.47,367.51,774.72,130.8,194.43,354.64,504.17,80.41,155.63,520.6,437.88,115.19,258.01,1323.63,323.89,336.12,907.33,282.16,174.79,577.93,130.71,359.77,287.23,138.96,200.93,591.45,308.47,808.55,58.52,227.49,422.21,195.53,194.64,41.13,636.75,446.47,453.48,72.34,196.87,560.46,172.39,179.69,260.16,316.79,337.09,203.69,359.58,216.23,408.53,422.93,121.04,681.59,520.97
2025-09-18,187.64,210.61,208.66,356.01,390.16,396.28,113.32,459.01,116.8,322.08,300.33,160.23,93.53,207.01,480.81,115.89,386.49,379.22,708.75,327.45,521.89,205.52,829.35,534.41,166.62,200.26,179.01,115.45,90.75,364.2,260.23,347.5,313.92,246.23,249.49,604.41,133.11,249.6,225.52,620.91,554.82,189.43,292.05,261.26,457.57,263.18,64.47,389.04,46.83,376.39,768.08,129.43,203.0,355.27,497.05,82.77,155.77,526.53,425.72,115.32,250.68,1290.13,328.12,332.41,910.65,286.48,168.5,586.16,130.13,363.96,295.68,135.51,201.5,576.85,309.14,824.94,58.17,222.13,415.14,197.68,204.45,42.04,637.48,444.58,443.8,71.96,204.54,552.65,172.79,182.75,264.99,313.24,345.11,203.35,366.35,212.22,395.54,395.88,124.53,693.54,525.51
2025-09-19,182.88,212.09,207.67,359.03,383.82,394.15,114.6,454.68,117.55,327.59,301.53,157.38,93.15,212.76,480.3,111.14,383.25,370.56,685.32,334.39,518.41,208.54,819.92,516.2,169.88,196.94,181.03,114.54,90.62,340.59,258.48,348.06,317.96,245.37,246.05,602.27,134.41,256.62,218.43,620.42,553.44,190.16,300.03,256.68,432.63,266.86,64.37,391.06,47.16,365.74,762.79,132.65,207.37,360.47,496.45,85.75,159.03,524.73,424.45,112.7,263.44,1272.01,331.35,337.11,877.7,287.17,162.97,586.82,130.48,363.98,286.38,133.78,199.04,577.27,307.7,837.18,58.82,216.48,418.95,192.23,200.64,41.03,658.73,451.39,449.45,72.71,207.99,552.42,171.14,182.02,264.96,322.05,350.41,203.16,380.89,211.08,393.72,364.4,126.83,704.84,543.36
2025-09-22,179.65,205.01,208.74,373.58,392.46,391.01,115.82,444.38,119.19,319.69,303.43,154.15,96.51,214.42,490.55,110.95,371.14,370.61,651.29,327.13,518.36,206.14,799.56,502.83,171.29,198.06,179.76,113.47,92.25,351.39,259.74,348.06,318.47,247.67,244.01,640.71,135.8,267.59,218.35,594.22,552.56,185.81,300.8,256.73,450.07,258.89,65.09,387.32,47.17,368.67,764.2,128.74,206.22,366.01,500.38,83.79,155.75,512.93,424.94,113.59,250.09,1230.43,339.41,332.22,862.9,293.44,160.78,580.99,129.01,350.47,285.81,135.44,201.26,579.32,314.07,832.05,59.46,219.84,417.84,192.76,206.04,41.4,663.05,449.73,445.94,72.77,209.65,561.97,172.48,183.91,273.33,323.56,346.31,196.5,377.58,209.58,390.01,371.99,122.5,701.31,561.91
2025-09-23,180.61,204.72,199.82,367.73,387.78,392.2,114.88,434.7,117.31,324.88,311.44,150.58,97.04,219.95,490.46,112.82,367.78,375.46,667.36,323.25,506.33,207.89,773.79,509.4,167.21,193.54,175.06,112.4,92.79,319.04,257.37,343.63,311.08,242.46,243.08,646.15,134.46,280.53,220.7,572.92,550.25,178.0,309.77,246.37,446.32,262.73,65.86,381.56,46.32,370.31,728.7,130.81,212.27,360.25,494.71,87.27,152.08,511.71,440.7,114.08,260.8,1218.39,348.99,341.06,884.15,294.32,161.12,584.61,131.84,351.2,283.45,134.95,203.22,575.28,308.74,817.63,59.88,222.09,423.42,195.48,211.22,40.7,639.08,445.09,449.04,75.27,211.59,573.22,174.55,185.15,266.59,331.16,345.31,191.26,378.9,208.51,389.77,361.36,118.09,683.6,577.18
2025-09-24,180.67,209.15,200.43,367.83,382.86,398.06,114.82,451.12,114.13,326.33,310.65,155.16,100.8,214.22,497.21,112.48,374.68,368.7,621.36,322.6,509.97,202.13,752.54,520.04,168.49,199.92,177.43,112.35,93.47,314.02,268.68,341.89,308.64,245.14,239.44,663.18,134.54,274.19,211.98,559.13,559.49,179.03,309.11,250.21,448.68,255.68,64.11,373.71,46.96,374.26,770.75,131.0,207.6,359.48,500.43,86.12,150.49,507.29,439.7,117.49,257.23,1210.12,342.77,356.02,962.74,291.91,156.49,586.26,132.42,360.2,288.08,136.53,199.03,582.41,311.21,807.4,59.6,221.94,408.61,199.51,213.79,39.57,655.84,448.29,448.94,75.91,203.38,582.03,170.2,184.46,268.84,332.85,337.46,189.71,373.05,212.5,389.8,368.45,116.98,707.82,582.57
2025-09-25,179.44,209.03,206.19,384.05,384.37,398.04,116.03,439.8,107.9,319.13,314.49,155.99,101.81,210.61,501.33,114.72,370.41,377.04,611.98,323.18,529.92,201.45,788.16,509.32,161.84,205.02,176.67,112.88,89.05,324.43,265.54,340.43,311.81,246.75,236.98,674.82,135.87,280.98,212.02,560.35,569.72,185.93,306.79,251.76,432.78,261.09,63.25,368.94,47.21,365.76,784.45,125.01,204.54,359.9,499.71,83.18,152.18,496.36,442.16,121.75,269.27,1284.76,349.15,357.62,987.84,287.67,153.29,574.07,129.54,368.46,309.04,130.84,200.12,584.79,308.11,838.57,59.73,218.08,415.07,199.55,202.72,39.76,701.55,452.39,443.45,74.73,201.4,596.6,170.1,180.53,275.76,338.15,336.26,194.21,389.46,212.17,387.06,380.88,115.37,702.43,602.02
2025-09-26,183.59,210.01,208.21,393.95,378.84,394.4,116.3,434.85,111.19,320.78,309.2,157.81,100.3,209.59,492.64,109.72,364.8,395.19,573.56,327.04,524.82,201.94,787.64,512.8,155.23,207.45,179.01,114.52,88.25,336.03,272.79,340.79,319.59,245.06,238.14,688.04,134.79,281.35,216.85,573.72,606.57,183.93,298.11,248.54,422.02,268.04,64.52,367.74,50.11,364.08,811.52,124.47,202.54,354.28,506.13,82.28,155.23,499.75,449.74,118.24,263.95,1255.24,355.53,362.15,959.35,285.05,150.4,583.31,126.67,376.85,320.35,128.73,199.91,589.25,309.66,849.65,60.72,220.48,436.01,196.28,205.3,40.26,737.64,452.0,444.94,73.38,202.46,590.09,169.21,184.22,275.73,341.62,323.03,187.5,405.77,212.13,386.58,393.55,113.04,695.48,629.16
2025-09-29,183.3,204.47,211.46,376.61,366.36,394.93,115.68,409.34,111.72,316.48,314.81,156.35,100.37,205.61,492.16,110.04,362.78,392.92,554.93,327.55,525.14,205.06,771.88,507.72,151.89,213.11,182.44,112.42,89.9,336.02,282.93,344.85,319.72,240.87,235.1,693.25,135.03,284.47,208.87,583.35,598.08,185.61,304.63,245.6,419.56,270.83,63.74,367.55,48.97,371.44,788.8,120.51,209.05,347.52,500.5,83.54,155.39,505.38,456.21,116.86,252.98,1248.29,354.57,371.46,931.79,281.69,150.96,589.73,128.86,388.08,319.94,126.84,203.54,588.19,314.56,862.98,60.9,224.6,424.51,200.81,198.85,40.42,746.58,453.91,435.59,72.72,201.59,603.9,168.57,186.9,281.1,334.09,331.57,185.74,398.21,210.68,388.64,391.41,118.42,689.27,603.7
2025-09-30,178.74,209.3,208.49,376.86,371.26,392.85,115.12,407.08,111.93,335.24,308.92,160.47,101.57,200.55,482.28,109.55,362.23,389.68,540.82,324.75,541.07,194.95,788.34,499.23,149.51,216.01,181.07,111.64,87.82,321.1,286.72,340.65,315.39,244.3,225.84,687.66,136.61,280.71,210.74,594.94,561.85,184.81,301.56,242.29,414.46,266.49,61.89,364.41,49.11,387.0,769.93,118.91,211.1,334.42,499.57,84.87,155.35,508.07,468.99,120.4,252.94,1219.44,360.34,373.22,934.41,283.17,145.68,582.18,129.21,383.19,310.48,127.18,202.91,590.09,312.4,873.54,61.74,222.65,419.84,202.34,197.6,40.53,735.14,454.29,445.82,71.33,203.83,613.39,170.19,186.05,279.41,335.3,333.71,190.11,402.75,213.64,385.07,406.66,120.78,661.19,570.62
2025-10-01,176.8,205.71,215.35,373.92,365.32,402.08,113.24,394.5,112.98,345.57,312.24,160.21,103.03,199.08,498.45,108.18,356.7,376.5,543.25,322.03,526.52,193.71,775.59,493.13,149.1,216.98,179.85,110.15,86.42,324.8,278.69,342.01,317.06,244.9,230.55,665.33,137.67,289.54,219.09,575.24,550.58,181.01,304.38,247.3,418.32,266.7,63.43,364.77,48.68,380.08,799.73,119.05,215.54,335.2,486.67,87.11,157.03,500.37,476.73,121.28,255.58,1204.18,363.25,370.08,925.97,288.77,150.42,599.91,126.94,372.16,318.0,131.64,201.22,589.87,308.73,891.06,62.92,224.25,417.18,197.41,197.16,39.67,736.79,461.95,429.16,70.74,205.83,619.82,172.42,185.15,280.59,327.89,326.62,189.07,394.9,215.82,389.15,400.98,120.68,668.06,590.55
2025-10-02,178.89,199.95,214.59,392.08,362.6,414.07,112.22,405.65,111.16,341.45,302.61,162.51,104.74,197.93,503.11,110.04,351.29,382.76,523.55,326.59,532.7,191.1,750.42,488.27,146.71,215.61,176.47,112.72,82.96,322.8,286.97,345.17,319.98,252.23,224.05,650.0,136.89,283.69,216.19,587.06,549.39,184.97,309.48,244.56,415.76,267.5,63.79,363.4,48.39,390.28,798.74,120.23,212.2,319.52,489.65,88.17,157.5,492.55,486.49,121.09,266.16,1185.52,371.41,367.56,944.4,290.44,149.96,617.2,126.99,368.89,313.68,131.81,203.35,585.04,318.15,873.11,64.34,220.56,406.28,194.41,197.07,41.51,725.33,456.23,417.3,70.16,209.08,613.05,173.73,182.29,274.83,340.26,337.03,183.93,398.29,216.52,395.82,409.27,115.71,648.84,589.57
2025-10-03,178.49,203.36,217.21,410.84,352.63,409.69,110.91,396.09,110.1,333.86,305.53,160.25,105.86,191.23,485.94,107.14,340.83,397.94,522.36,319.94,533.54,191.51,800.86,457.17,145.03,214.81,176.58,111.49,79.13,319.18,282.12,340.94,324.87,249.63,228.66,640.48,139.82,278.75,220.64,579.2,544.65,178.45,305.67,244.07,409.96,265.44,63.73,365.24,48.28,388.09,795.99,125.1,209.89,328.47,488.53,93.38,158.23,502.87,487.49,120.53,267.95,1151.82,364.7,374.07,980.79,288.65,153.13,603.22,125.09,361.02,308.88,134.0,202.71,578.32,315.29,872.87,64.22,219.22,395.5,196.03,191.5,41.94,704.47,459.0,427.88,71.27,209.54,611.15,172.78,178.01,272.26,339.69,339.28,185.64,401.28,217.82,387.93,423.92,115.27,660.64,618.95
2025-10-06,175.62,214.28,218.58,431.58,340.5,415.05,111.18,398.26,106.02,331.21,308.34,158.87,105.17,183.05,494.55,106.25,335.12,389.74,505.02,317.37,520.8,188.86,814.23,456.42,144.42,218.88,171.63,110.3,80.95,314.67,299.5,340.24,336.69,246.35,223.45,643.07,139.7,271.89,211.39,576.64,536.17,188.63,310.32,246.19,406.93,257.28,64.74,372.28,48.09,384.27,766.65,130.2,212.46,327.7,495.33,93.73,161.82,506.03,492.12,120.27,261.96,1142.33,357.0,363.9,938.31,289.42,151.22,599.42,125.65,367.03,303.76,133.74,198.41,583.93,320.48,859.82,63.71,216.15,395.61,193.93,187.7,41.94,712.54,455.13,417.57,70.68,207.76,608.06,173.29,178.46,263.75,342.33,342.25,186.3,389.55,216.92,386.4,437.85,113.23,627.7,625.0
2025-10-07,179.04,219.48,224.68,402.55,333.25,424.68,108.98,423.09,108.23,337.47,303.74,159.98,105.49,184.67,494.71,103.77,337.0,392.25,501.25,317.3,532.99,186.38,809.92,454.09,146.12,204.17,172.5,110.61,80.76,308.9,284.71,329.6,336.79,245.68,226.69,636.35,137.91,271.17,213.85,567.01,543.27,189.72,303.14,243.86,422.45,262.56,63.57,371.21,48.69,371.45,769.95,131.02,215.0,334.86,491.64,93.57,161.98,494.32,486.1,121.16,261.98,1172.95,364.2,348.46,927.78,282.0,149.37,610.98,127.24,361.54,294.04,131.13,203.37,584.79,323.7,872.88,62.4,213.67,387.51,197.41,181.81,42.02,676.51,459.82,429.92,69.92,215.66,603.9,173.11,181.86,262.92,342.11,347.69,185.55,397.56,217.5,388.06,449.92,115.54,622.48,619.7
2025-10-08,178.78,225.78,225.94,400.77,340.46,423.42,106.23,449.34,103.9,344.03,304.78,166.47,108.8,185.78,500.02,103.68,338.78,397.65,509.69,317.8,533.87,188.76,797.49,449.39,141.85,190.7,170.59,110.54,79.85,325.43,275.49,332.83,338.71,245.01,231.85,629.96,135.56,267.03,216.28,592.5,524.16,192.51,296.39,245.96,414.57,259.43,63.62,378.46,48.04,373.75,778.62,132.05,211.73,329.35,490.47,93.88,160.19,505.43,496.24,121.1,249.23,1178.02,357.43,342.55,964.5,276.89,151.61,593.62,127.6,361.61,297.64,133.11,201.77,588.34,314.74,873.24,62.66,210.05,390.1,206.72,177.76,41.03,664.97,453.58,449.86,68.95,213.63,622.74,171.13,182.13,257.67,343.2,343.61,182.17,375.17,219.33,389.94,459.65,118.36,625.72,630.53
2025-10-09,177.44,223.51,233.7,408.14,342.29,442.82,105.85,446.66,100.63,354.06,313.69,166.5,105.67,185.77,498.63,105.46,336.33,408.86,520.55,321.33,523.56,192.68,790.43,446.36,137.35,188.23,169.56,110.81,79.65,333.96,269.94,329.23,333.91,252.23,237.18,622.44,134.58,275.6,210.06,574.1,549.67,184.51,291.3,239.71,406.19,261.67,64.7,376.81,48.99,372.93,757.27,130.86,210.74,331.24,470.61,92.67,160.99,500.94,510.77,123.03,250.15,1161.93,353.91,340.33,964.79,268.74,154.04,599.83,123.83,363.99,303.37,127.84,202.44,592.69,310.46,885.87,61.12,212.09,368.52,209.3,179.17,40.94,651.73,446.36,446.66,70.43,212.59,607.06,169.57,179.8,259.33,346.11,349.03,179.41,357.36,219.99,382.34,467.25,119.83,633.24,612.66
2025-10-10,174.26,222.77,228.64,399.35,344.32,438.6,105.25,458.21,103.57,373.14,314.16,164.68,101.69,181.36,502.63,103.78,335.53,395.28,510.69,317.81,525.72,190.71,829.89,441.64,138.17,189.02,170.1,111.88,83.25,332.78,265.64,337.29,346.17,250.97,240.29,607.71,134.97,274.51,211.66,551.87,570.35,181.15,287.37,237.55,408.81,251.67,63.63,372.61,49.43,370.65,743.51,129.9,209.72,317.51,483.46,89.82,157.7,500.39,509.22,127.91,242.61,1170.55,352.21,347.26,956.07,265.86,150.51,602.04,128.91,360.93,317.24,124.93,206.66,594.32,306.04,890.46,60.47,213.29,364.83,211.07,183.49,42.42,647.68,447.52,445.77,69.5,213.36,615.56,172.71,176.3,254.77,348.85,356.54,177.56,350.53,219.74,385.18,481.51,115.65,623.64,620.33
2025-10-13,175.82,229.51,232.27,421.53,340.82,431.1,105.06,438.0,101.46,390.5,313.33,163.98,102.63,179.76,504.46,104.19,333.51,399.14,503.73,317.47,525.98,187.42,814.86,413.5,138.18,192.32,170.47,110.91,80.54,355.07,268.18,336.31,341.47,248.21,239.21,601.93,137.99,270.71,211.62,550.19,550.64,182.25,288.21,233.25,417.86,250.35,64.99,367.24,49.3,365.21,764.45,132.88,210.45,315.59,472.25,90.64,159.62,494.26,511.37,127.48,246.63,1155.58,359.04,343.3,967.96,269.03,153.07,604.1,128.7,366.22,329.68,124.06,208.69,594.91,300.39,924.78,61.58,214.91,367.9,216.55,181.86,41.11,632.0,448.47,432.06,70.58,221.2,625.42,170.06,178.41,251.27,346.94,355.23,177.97,351.16,221.04,394.39,484.47,120.19,611.72,606.4
2025-10-14,177.52,229.86,230.37,429.8,324.92,430.16,104.59,438.32,102.65,373.34,312.03,162.88,103.0,183.03,508.5,99.17,346.58,398.76,490.53,317.04,529.05,188.46,835.45,425.5,135.2,188.87,172.15,111.3,80.23,356.8,258.6,343.87,342.42,243.36,251.78,579.8,136.6,274.85,216.75,539.38,553.42,180.98,293.68,230.9,416.59,248.89,65.32,361.53,50.08,360.23,730.4,126.93,212.66,316.89,473.61,91.45,161.07,505.22,505.85,130.2,251.71,1164.28,368.6,331.19,952.01,273.7,148.93,594.78,128.63,366.47,332.3,123.79,211.98,604.69,301.32,916.33,60.67,221.82,382.4,210.79,174.6,42.03,594.53,454.46,439.19,70.52,225.98,635.12,177.09,181.65,248.29,345.18,363.06,182.33,355.66,219.15,383.33,472.69,118.92,603.93,576.67
2025-10-15,179.03,221.42,239.96,414.81,324.29,423.11,103.88,442.91,96.29,377.63,316.66,161.47,103.06,180.84,508.31,95.11,351.54,401.89,488.56,317.87,511.6,178.26,854.89,413.78,135.83,190.06,171.96,110.21,75.48,353.99,251.87,349.63,342.1,236.13,246.77,589.94,136.04,276.27,212.2,525.3,565.17,179.94,290.53,230.33,424.42,255.49,64.59,362.55,48.43,347.25,719.54,125.82,205.15,324.05,468.99,90.25,161.23,499.1,494.45,131.82,254.46,1181.01,369.51,336.52,974.74,280.1,145.64,595.05,127.03,367.6,317.7,124.23,212.15,618.07,299.03,934.88,61.5,219.81,368.45,205.31,171.77,40.75,576.99,458.36,461.75,71.46,226.45,634.96,178.65,185.26,245.4,349.71,377.78,181.34,371.17,221.26,381.41,454.5,119.95,591.5,573.5
2025-10-16,177.51,229.46,240.63,415.37,305.2,424.8,105.53,442.7,94.32,373.47,314.17,161.34,103.35,186.48,495.75,96.33,361.07,396.38,502.85,316.15,516.3,177.77,852.55,412.65,139.67,190.7,170.42,114.48,75.45,369.19,257.02,353.7,341.33,231.18,242.08,575.7,136.66,268.15,203.67,511.45,575.47,176.1,290.58,231.68,407.65,259.73,65.89,364.65,48.3,355.39,677.2,124.63,205.07,318.25,462.54,87.92,163.11,496.53,492.0,131.51,248.81,1210.92,373.57,340.13,987.99,282.78,148.16,597.23,127.0,371.87,318.03,125.0,215.62,608.06,297.52,948.89,61.44,221.62,350.74,205.95,175.37,41.36,603.86,460.35,469.49,70.05,230.04,620.79,176.11,184.08,247.0,350.83,377.24,181.41,378.02,223.42,382.64,476.2,116.44,621.42,569.35
2025-10-17,176.2,233.36,236.46,400.4,302.5,417.64,103.69,440.58,99.69,369.83,310.37,159.86,103.95,187.42,499.43,98.16,365.76,400.62,489.9,324.52,526.91,178.66,825.8,416.98,136.29,194.42,171.87,116.66,74.15,366.44,264.09,354.36,343.06,230.64,239.84,582.58,139.7,261.16,205.28,509.61,600.88,177.24,284.34,229.35,424.0,255.25,66.34,362.92,48.57,351.55,727.28,118.37,198.13,316.17,455.07,87.92,157.69,495.57,483.56,133.8,248.9,1211.66,363.16,343.83,953.44,281.78,145.66,593.0,124.68,368.02,319.73,124.68,221.3,607.16,299.04,981.27,61.24,221.11,348.94,206.51,183.08,42.56,585.91,462.48,472.39,70.4,226.44,616.98,177.5,180.22,250.66,356.92,379.31,180.74,384.95,225.42,378.84,479.73,116.65,630.19,588.82
2025-10-20,180.98,236.79,232.96,405.83,307.89,420.31,104.67,441.21,100.73,366.81,309.77,158.69,106.57,187.02,500.94,100.53,360.42,409.67,478.54,319.76,536.5,178.75,828.62,410.66,137.53,205.16,172.82,116.1,72.22,379.18,261.56,345.21,344.83,224.61,238.85,582.79,137.84,266.95,186.8,502.81,606.03,185.01,284.32,225.99,412.32,264.87,67.93,364.13,48.28,366.1,769.15,118.46,196.95,331.1,452.64,89.23,156.92,500.39,497.82,133.81,251.06,1182.82,353.08,357.82,928.84,292.12,153.59,591.66,124.89,381.7,305.96,126.0,223.68,610.43,295.02,965.98,60.83,218.9,350.13,207.42,180.94,43.93,606.19,464.3,475.6,69.44,217.93,637.37,180.07,179.55,246.83,352.34,390.98,182.01,382.77,220.57,376.95,459.12,114.06,621.61,582.01
2025-10-21,182.97,233.46,239.6,423.89,313.46,419.76,103.86,434.67,96.41,374.25,308.64,161.61,106.91,189.37,499.09,98.72,364.59,392.63,467.74,328.44,532.39,180.51,835.37,404.02,126.83,209.44,169.18,117.3,70.4,383.12,255.94,341.38,341.12,219.29,244.71,557.33,138.95,261.79,187.73,513.42,621.55,182.53,286.61,233.64,429.07,261.94,69.47,365.72,48.63,364.77,753.96,121.21,195.87,325.8,451.04,91.71,160.65,497.95,495.5,136.98,247.97,1196.24,359.37,367.42,892.41,292.64,153.0,588.99,122.61,390.92,299.95,123.27,230.15,609.47,293.19,947.01,60.75,219.08,344.16,206.74,182.74,42.73,614.08,460.48,455.64,69.87,224.02,624.32,181.34,175.03,245.08,356.56,396.39,182.97,379.16,226.08,382.74,464.52,112.96,632.61,591.42
2025-10-22,186.82,231.04,229.69,419.19,309.69,409.7,104.55,463.99,100.82,382.52,310.6,165.18,105.7,184.78,503.29,99.84,376.55,390.95,470.92,338.94,544.34,184.84,806.07,394.83,125.73,213.09,170.06,117.78,68.3,372.3,261.6,348.45,332.28,216.57,236.42,543.73,137.57,271.38,192.5,501.36,622.07,193.11,295.66,234.41,426.94,261.64,71.54,367.13,46.98,374.86,739.42,122.39,186.32,325.27,450.58,89.68,158.9,493.1,486.0,137.98,244.24,1219.23,339.66,371.54,866.49,294.2,154.96,580.68,121.3,402.99,295.93,124.65,228.31,609.39,288.21,920.21,61.14,217.43,328.49,204.16,185.88,42.24,616.72,475.98,450.46,71.35,228.33,617.43,182.21,174.7,239.58,365.77,402.97,182.93,370.08,227.44,387.92,440.49,116.03,624.6,581.99
